"","x"
"1",0.316239316239316
"2",0.973856209150327
"3",0.513888888888889
"4",0.682242990654206
"5",0.849624060150376
"6",0.6
"7",0.926470588235294
"8",0.448818897637795
"9",0.555555555555556
"10",0.844827586206897
"11",0.522727272727273
"12",0.865030674846626
"13",0.873015873015873
"14",1
"15",1
"16",0.521367521367521
"17",0.958041958041958
"18",0.6
"19",1
"20",0.743589743589744
"21",0.980769230769231
